regiao;estado;municipio;codigo_mun;capital;porte;populacao;area;densidade_dem;pib;pib_pc;participacao_transf_receita;servidores;comissionados;comissionados_por_servidor;perc_pop_econ_ativa;taxa_empreendedorismo;anos_estudo_empreendedor;jornada_trabalho;gasto_pc_saude;hab_p_medico;exp_vida;gasto_pc_educacao;exp_anos_estudo;nota_ciencias;nota_humanas;nota_linguagem;nota_mat;nota_redacao;idhm;ranking_igm;indice_governanca
NORTE;AM;PRESIDENTE FIGUEIREDO;1303536;0;Pequeno porte 2;33703,0;25421,25;1,325780596941535;717416,0;23158,89;83,0;1312,0;223,0;0,16996951219512196;0,89;0,32;5,99537637974612;40,4401720793602;900,71;839,5526315789481;73,1;1280,26;8,46;444,9897872340425;502,2582978723404;500,6522123893808;448,5345132743364;515,4867256637168;0,48700000000000004;1112º;0,544
SUDESTE;ES;MUCURICI;3203601;0;Pequeno porte 1;5873,0;540,19;10,87210055721135;65928,28;11157,26;91,0;236,0;176,0;0,7457627118644068;0,93;0,15;6,623644533965651;43,691996679532004;1042,29;453,615384615385;74,7;1027,27;9,22;461,871186440678;505,2847457627118;487,2508474576274;441,96440677966103;490,8474576271187;0,532;1113º;0,544
SUL;PR;SANTA CRUZ DE MONTE CASTELO;4123303;0;Pequeno porte 1;8140,0;442,01;18,41587294405104;182557,43;22203,53;74,0;295,0;10,0;0,03389830508474576;1,19;0,27;6,697842770169308;41,8805478109164;666,11;2048,5;74,83;571,63;11,56;452,2702702702703;523,9999999999999;504,64722222222224;464,9305555555555;526,1111111111112;0,637;1114º;0,544
CENTRO-OESTE;MT;JACIARA;5104807;0;Pequeno porte 2;26519,0;1676,97;15,813640077043715;704010,27;26914,79;68,0;621,0;98,0;0,15780998389694043;1,01;0,21;7,593207433481702;39,0286429562843;607,79;1383,21052631579;74,96;440,52;8,8;471,63944636678184;513,3996539792382;502,58239436619726;476,30281690140856;508,80281690140845;0,6970000000000001;1115º;0,544
SUDESTE;SP;POTIRENDABA;3540804;0;Pequeno porte 1;16857,0;342,49;49,218955297964904;410929,08;25055,12;73,0;347,0;32,0;0,09221902017291066;1,12;0,24;7,61244108625905;50,2239191142677;602,84;1273,6153846153802;76,41;890,9;9,46;490,2521739130437;538,5369565217392;545,0673913043479;500,1239130434782;572,6086956521739;0,726;1116º;0,544
SUL;RS;TURUCU;4322327;0;Pequeno porte 1;3590,0;253,64;14,153918940230248;71758,35;19888,68;85,0;173,0;32,0;0,18497109826589594;1,04;0,4;5,16820150615564;54,522050214028;1164,17;360,1;73,81;1077,2;8,59;464,47000000000014;523,2050000000002;507,10500000000013;485,42;498,0;0,444;1117º;0,544
SUL;PR;BELA VISTA DO PARAISO;4102802;0;Pequeno porte 1;15634,0;242,69;64,41962998063373;337846,85;21705,55;82,0;314,0;29,0;0,09235668789808917;1,04;0,22;7,80915927810049;44,0676926289021;647,0;5196,333333333329;75,65;496,91;9,25;473,9577235772357;528,5772357723579;515,6537190082646;490,8743801652893;520,5785123966942;0,652;1118º;0,544
SUDESTE;SP;IBITINGA;3519600;0;Médio porte;58188,0;689,39;84,40505374316425;1051385,94;18598,4;73,0;15,0;98,0;6,533333333333333;1,17;0,23;7,9557672789523695;41,4139376056359;313,05;3806,5333333333297;75,76;590,39;9,61;494,0700000000004;548,0502857142855;546,1962209302324;511,81744186046495;547,5;0,726;1119º;0,544
SUL;PR;FORMOSA DO OESTE;4108205;0;Pequeno porte 1;7214,0;275,71;26,1651735519205;193871,64;25960,32;87,0;212,0;31,0;0,14622641509433962;1,07;0,41;7,16862724135159;45,191886153886614;686,15;1476,2;75,17;630,4;10,72;455,14166666666665;484,175;489,1595744680851;476,6787234042554;503,40425531914894;0,6679999999999999;1120º;0,544
SUL;PR;LUNARDELLI;4113759;0;Pequeno porte 1;5095,0;199,21;25,57602529993474;61730,13;11887,18;88,0;198,0;18,0;0,09090909090909091;1,03;0,27;6,79904883385061;44,71019083264339;711,26;1719,66666666667;74,57;738,07;10,19;452,53333333333336;510,6444444444443;500,3277777777778;443,51666666666665;478,88888888888886;0,589;1121º;0,544
SUL;RS;EUGENIO DE CASTRO;4307831;0;Pequeno porte 1;2721,0;419,3;6,489387073694252;162233,69;58044,25;77,0;129,0;10,0;0,07751937984496124;1,05;0,25;5,68177539793447;48,007891368643996;857,61;;78,11;1175,9;10,04;482,9857142857142;545,8857142857144;532,2571428571429;479,3571428571428;585,7142857142858;0,642;1122º;0,544
SUL;RS;ITAARA;4310538;0;Pequeno porte 1;5357,0;172,8;31,001157407407405;75541,89;14339,77;86,0;140,0;18,0;0,12857142857142856;1,0;0,25;8,694276446445791;41,0179714189816;437,43;757,0;75,46;842,06;9,44;452,3722222222222;520,8222222222222;492,63428571428574;459,3714285714287;492,0;0,757;1123º;0,544
SUL;PR;SANTA ISABEL DO IVAI;4123709;0;Pequeno porte 1;8877,0;349,5;25,399141630901287;129082,29;14446,81;78,0;246,0;21,0;0,08536585365853659;1,07;0,24;7,538918409911981;41,2851485529741;603,26;1783,0;74,04;490,87;9,96;448,90158730158737;494,3761904761905;494,9854838709677;442,5741935483872;471,29032258064524;0,6609999999999999;1124º;0,5429999999999999
CENTRO-OESTE;MT;TABAPORA;5107941;0;Pequeno porte 1;9398,0;8448,0;1,1124526515151516;345316,54;35680,57;75,0;309,0;84,0;0,27184466019417475;1,01;0,22;6,21489720352712;36,795840304310495;631,84;2395,5;74,56;829,51;9,63;448,8968253968254;491,2936507936509;492,13666666666666;443,8716666666664;499,33333333333326;0,601;1125º;0,5429999999999999
SUL;RS;ITAQUI;4310603;0;Pequeno porte 2;39049,0;3406,61;11,462715133226286;1006523,94;25694,33;77,0;1131,0;126,0;0,11140583554376658;0,91;0,25;7,85329542260278;43,1785787785062;111,33;2608,6;75,6;647,52;10,5;460,84717514124327;517,6621468926556;507,58636363636367;466,51306818181814;509,77272727272725;0,644;1126º;0,5429999999999999
SUL;PR;CAMPO MAGRO;4104253;0;Pequeno porte 2;27884,0;275,35;101,2674777555838;279062,33;10430,29;86,0;489,0;109,0;0,2229038854805726;1,05;0,27;6,45006945179276;42,1220163696442;429,17;775,5142857142861;74,66;580,66;8,46;458,32451612903236;521,4638709677415;504,35918367346915;460,28367346938757;492,38095238095235;0,616;1127º;0,5429999999999999
SUL;PR;SANTA IZABEL DO OESTE;4123808;0;Pequeno porte 1;14289,0;321,18;44,4890715486643;237732,78;17093,24;75,0;356,0;7,0;0,019662921348314606;0,97;0,38;5,90252552254035;40,663940928498796;665,22;1169,91666666667;74,57;535,26;10,69;468,72327586206916;529,8793103448273;511,0699115044248;480,95309734513273;537,3451327433628;0,604;1128º;0,5429999999999999
SUDESTE;SP;SAO MANUEL;3550100;0;Pequeno porte 2;40532,0;650,73;62,28697001828715;923433,33;23070,26;66,0;910,0;69,0;0,07582417582417582;1,02;0,17;8,32980829558925;43,2233496217483;555,23;3092,3076923076896;73,29;524,86;10,73;488,8385826771652;547,5704724409446;539,2870445344125;515,7615384615385;552,2267206477733;0,718;1129º;0,5429999999999999
SUDESTE;SP;VARZEA PAULISTA;3556503;0;Grande porte;117772,0;35,12;3353,4168564920274;2368422,85;20744,7;66,0;1830,0;224,0;0,12240437158469945;1,02;0,13;6,73143118682776;42,5081540047426;336,05;1357,6823529411802;76,8;526,82;9,64;453,0823076923074;523,1125;526,3361660079054;481,5571146245061;504,5059288537549;0,754;1130º;0,5429999999999999
NORDESTE;AL;ARAPIRACA;2700300;0;Grande porte;232671,0;345,66;673,120985939941;2955857,62;12984,79;62,0;5203,0;470,0;0,09033250048049202;0,87;0,3;5,982859991567709;40,0460421277387;720,74;1603,6993006993;71,82;416,11;9,61;479,5089002795903;533,3630475302884;514,3288207547173;486,08254716981116;566,316037735849;0,4920000000000001;1131º;0,5429999999999999
SUL;PR;CAMPO BONITO;4104055;0;Pequeno porte 1;4210,0;433,83;9,704262038125533;137086,66;31434,68;91,0;233,0;19,0;0,0815450643776824;1,08;0,39;5,486364707976558;39,3622137812609;858,21;718,166666666667;73,78;922,25;11,54;463,5735294117649;521,9558823529412;526,9970588235295;470,1558823529412;519,4117647058823;0,568;1132º;0,5429999999999999
SUDESTE;ES;SOORETAMA;3205010;0;Pequeno porte 2;28509,0;586,42;48,61532689880973;415302,27;15471,53;87,0;760,0;112,0;0,14736842105263157;1,0;0,21;6,6600204420374505;40,023001880352794;280,27;806,147058823529;73,1;855,24;8,69;452,3778280542984;496,4303167420817;488,842325581395;437,6316279069767;492,4651162790698;0,523;1133º;0,5429999999999999
SUL;RS;DONA FRANCISCA;4306700;0;Pequeno porte 1;3352,0;114,35;29,31351114997814;60182,16;17591,98;79,0;99,0;18,0;0,18181818181818182;1,14;0,4;6,48636511793799;50,0848928690444;1055,56;3397,0;74,84;658,72;8,87;511,80882352941177;544,8558823529412;521,2941176470588;485,9264705882354;560,5882352941177;0,606;1134º;0,5429999999999999
SUL;RS;SAO JERONIMO;4318408;0;Pequeno porte 2;23649,0;936,38;25,25577222922318;413216,41;17762,82;70,0;419,0;53,0;0,12649164677804295;1,02;0,27;6,77245719356704;41,268668214942295;246,03;2127,1818181818203;74,34;375,11;9,54;447,4690476190476;517,5436507936506;509,4648;467,8231999999999;497,44;0,604;1135º;0,5429999999999999
SUL;RS;BOQUEIRAO DO LEAO;4302451;0;Pequeno porte 1;7913,0;265,52;29,801898162097018;101194,52;12793,24;72,0;184,0;36,0;0,1956521739130435;1,31;0,48;5,98132976873827;43,7732765240724;362,72;2637,0;75,59;489,57;10,11;455,56153846153865;522,7948717948717;521,0923076923079;481,09487179487184;506,15384615384613;0,613;1136º;0,5429999999999999
SUL;SC;SANGAO;4215455;0;Pequeno porte 1;12001,0;82,89;144,78224152491254;225964,67;20007,5;89,0;377,0;21,0;0,05570291777188329;1,13;0,21;5,32922588739658;43,2122942050049;432,42;1048,36363636364;76,16;615,19;9,13;439,58732394366206;493,9774647887323;473,99565217391313;444,83043478260873;489,8550724637682;0,613;1137º;0,542
SUDESTE;SP;MACATUBA;3528007;0;Pequeno porte 1;17063,0;224,51;76,00106899469957;451277,77;26688,61;69,0;469,0;26,0;0,05543710021321962;1,01;0,13;8,11229963576247;44,57408513735521;558,66;892,6842105263161;76,52;778,95;10,88;462,4724489795919;515,7275510204081;515,2175257731958;479,9927835051549;481,03092783505167;0,78;1138º;0,542
SUDESTE;SP;MARACAI;3528809;0;Pequeno porte 1;13948,0;533,5;26,144329896907216;413866,39;29899,32;83,0;2,0;41,0;20,5;1,05;0,15;7,93336155229108;45,2450965946046;864,03;1734,75;75,97;752,16;10,42;451,14210526315804;507,8863157894733;507,8344444444447;459,39111111111123;492,4444444444445;0,7829999999999999;1139º;0,542
SUL;RS;MOSTARDAS;4312500;0;Pequeno porte 1;12758,0;1982,99;6,4337187782086644;259401,86;20527,17;73,0;511,0;38,0;0,07436399217221135;1,01;0,3;6,03126605302224;41,603240948871296;548,3;3169,75;75,94;682,95;9,73;467,8095238095237;527,9904761904763;507,47936507936515;470,29206349206345;519,047619047619;0,527;1140º;0,542
SUDESTE;RJ;JAPERI;3302270;0;Grande porte;100562,0;81,87;1228,313179430805;999876,34;10162,07;82,0;1611,0;366,0;0,2271880819366853;0,82;0,2;6,18574839351406;38,100882772732895;352,88;774,5390625;73,51;753,91;8,61;460,1125265392777;514,5615711252652;503,6086767895881;459,940130151844;516,5292841648592;0,516;1141º;0,542
SUDESTE;SP;PEDREIRA;3537107;0;Pequeno porte 2;46094,0;108,82;423,58022422348836;941568,23;21154,56;65,0;1165,0;99,0;0,08497854077253218;1,17;0,18;8,417030213476911;42,298902816275294;583,65;1553,51724137931;76,82;705,26;10,5;471,1772388059704;535,3242537313431;531,9810606060606;486,8939393939396;513,7121212121212;0,778;1142º;0,542
SUL;PR;PEROBAL;4118857;0;Pequeno porte 1;6029,0;407,58;14,79218803670445;126734,55;21397,02;90,0;199,0;60,0;0,3015075376884422;1,03;0,16;7,121928238462192;48,9478592780163;603,37;993,333333333333;74,78;717,09;11,39;453,44750000000016;517,2850000000002;499,64499999999987;463,63499999999993;511,5;0,644;1143º;0,542
SUL;PR;SANTA FE;4123402;0;Pequeno porte 1;11562,0;276,24;41,85490877497828;209041,84;18734,71;78,0;293,0;54,0;0,18430034129692832;1,15;0,21;8,02958443911592;43,2466866916777;486,56;1412,125;73,5;608,91;11,16;466,9442307692309;522,6038461538462;516,8784313725491;452,96274509803925;539,2156862745098;0,625;1144º;0,542
SUDESTE;SP;ITAJOBI;3521903;0;Pequeno porte 1;15212,0;502,07;30,298563945266597;392940,94;26015,69;70,0;545,0;28,0;0,05137614678899083;1,08;0,28;7,320818311579;43,632455188708704;671,79;582,346153846154;74,94;915,68;10,0;475,5844827586208;521,910344827586;527,2803571428572;524,8589285714287;522,1428571428571;0,685;1145º;0,542
SUDESTE;MG;CONCEICAO DAS ALAGOAS;3117306;0;Pequeno porte 2;26428,0;1340,25;19,718709196045513;632586,18;25163,54;73,0;648,0;60,0;0,09259259259259259;1,01;0,17;7,24025939396207;44,8882675197912;757,14;4264,666666666671;76,72;685,34;8,32;463,6825757575758;518,5196969696971;506,77862595419856;460,30687022900736;503,05343511450377;0,642;1146º;0,542
SUL;PR;MISSAL;4116059;0;Pequeno porte 1;10863,0;324,4;33,48643649815043;297937,16;27553,61;59,0;416,0;50,0;0,1201923076923077;1,09;0,33;7,2590597472069405;45,56424399156779;818,91;1805,0;74,66;793,58;10,63;484,4773584905661;531,1452830188683;522,7333333333332;522,072380952381;532,1142857142858;0,64;1147º;0,542
SUL;PR;TIBAGI;4127502;0;Pequeno porte 2;20470,0;2951,57;6,935292064901052;784101,44;38847,67;63,0;622,0;42,0;0,06752411575562701;0,86;0,2;6,33228108610161;43,45138717659661;522,94;881,869565217391;74,93;683,5;10,33;452,9569892473119;507,1139784946237;504,932608695652;453,808695652174;478,69565217391306;0,527;1148º;0,542
SUL;SC;BOM JESUS;4202537;0;Pequeno porte 1;2870,0;63,47;45,21821332913187;71529,12;26287,8;87,0;161,0;22,0;0,13664596273291926;1,04;0,27;6,762441518223982;42,7945017026578;1007,93;;74,59;970,2;8,0;483,60000000000014;513,58;502,42;471,58666666666664;537,3333333333334;0,6559999999999999;1149º;0,542
SUDESTE;ES;VILA PAVAO;3205150;0;Pequeno porte 1;9414,0;433,26;21,728292480265893;138530,41;14940,73;84,0;420,0;60,0;0,14285714285714285;1,28;0,33;5,52403812094589;38,846574440616;534,38;847,272727272727;74,79;885,82;9,41;481,364367816092;509,39080459770116;502,553409090909;492,04090909090917;480,2272727272728;0,568;1150º;0,542
NORTE;TO;SANTA RITA DO TOCANTINS;1718899;0;Pequeno porte 1;2322,0;3274,95;0,7090184582970733;32476,51;14402,0;81,0;47,0;48,0;1,0212765957446808;0,75;0,23;5,532966467777129;42,646706660383295;807,51;2278,0;74,8;1292,01;9,75;445,9380952380952;490,99047619047616;479,3761904761906;428,3571428571428;504,7619047619048;0,496;1151º;0,542
SUL;RS;JOIA;4311155;0;Pequeno porte 1;8668,0;1235,92;7,013398925496795;361459,52;41888,92;68,0;262,0;11,0;0,04198473282442748;1,08;0,26;6,22149190101533;35,666953556490995;594,4;2881,0;75,48;831,76;10,34;492,0805555555555;540,5111111111112;513,5694444444445;487,3666666666665;522,7777777777778;0,58;1152º;0,542
CENTRO-OESTE;GO;CALDAZINHA;5204557;0;Pequeno porte 1;3664,0;249,69;14,674196003043775;35242,64;9955,55;91,0;180,0;15,0;0,08333333333333333;1,02;0,22;5,47164731941774;44,58123734906511;549,45;716,4;73,86;1043,09;8,19;459,9727272727273;514,2090909090908;503,9387096774193;481,80967741935495;510,9677419354838;0,578;1153º;0,542
SUL;RS;QUARAI;4315305;0;Pequeno porte 2;23555,0;3147,63;7,483408151529881;315692,36;13359,25;88,0;478,0;55,0;0,11506276150627615;0,9;0,28;8,33257354376681;41,761034091876795;495,35;3372,0;76,14;492,74;9,32;474,0735714285715;535,6407142857142;525,1057971014492;492,8579710144927;516,231884057971;0,623;1154º;0,541
SUL;RS;SAO PEDRO DAS MISSOES;4319364;0;Pequeno porte 1;1991,0;79,97;24,896836313617605;40315,56;20475,14;92,0;180,0;16,0;0,08888888888888889;1,09;0,28;5,10590966203453;41,275973572217204;1011,57;988,5;73,26;1288,12;10,83;462,725;510,45;482,23125000000016;481,6;527,5;0,527;1155º;0,541
SUL;SC;PONTE SERRADA;4213401;0;Pequeno porte 1;11499,0;564,49;20,37060001062906;244696,81;21544,01;83,0;233,0;39,0;0,16738197424892703;1,01;0,17;7,26226714414132;46,194568562509296;511,85;2851,25;72,4;760,93;10,39;454,54057971014487;503,7579710144928;485,1223880597016;444,14626865671653;540,3582089552239;0,597;1156º;0,541
SUL;SC;TIMBE DO SUL;4218103;0;Pequeno porte 1;5379,0;330,09;16,295555757520678;84170,24;15624,7;88,0;175,0;27,0;0,15428571428571428;1,13;0,33;5,79410527489981;40,70560611936961;514,81;;76,33;667,28;10,83;456,88571428571436;494,3071428571429;486,27500000000015;442,4678571428572;499,28571428571433;0,6609999999999999;1157º;0,541
CENTRO-OESTE;GO;MORRINHOS;5213806;0;Pequeno porte 2;45000,0;2846,2;15,810554423441783;1064947,85;24318,32;74,0;1160,0;464,0;0,4;1,08;0,22;7,199977640108732;47,1135748473698;473,95;940,510638297872;76,69;461,72;9,99;481,8474885844751;531,7570776255703;514,2757575757576;494,7561771561772;541,025641025641;0,695;1158º;0,541
SUDESTE;SP;ITAPETININGA;3522307;0;Grande porte;158561,0;1789,35;88,613742420432;3443713,54;22389,4;71,0;3657,0;101,0;0,02761826633852885;0,98;0,22;8,555007927715652;40,895232493941;612,33;1602,43298969072;76,86;603,0;9,83;486,48321428571364;545,7895535714282;531,9600921658978;506,7436866359449;532,4239631336405;0,764;1159º;0,541
NORDESTE;CE;TAUA;2313302;0;Médio porte;57914,0;4018,16;14,41306468632409;389675,65;6807,04;77,0;1335,0;548,0;0,41048689138576777;0,84;0,23;5,06388267955211;36,75666411048429;535,67;1982,0;71,4;898,61;9,86;460,3403654485051;497,18521594684387;492,8229480737021;451,3164154103851;474,30485762144053;0,45299999999999996;1160º;0,541
SUL;PR;FIGUEIRA;4107751;0;Pequeno porte 1;8222,0;129,77;63,35824921014101;100967,13;12071,63;73,0;293,0;4,0;0,013651877133105802;0,81;0,18;6,196093063500121;41,96471087281871;679,27;1663,0;73,05;632,65;10,72;465,29545454545456;511,0727272727274;509,6325581395349;464,7046511627907;505,11627906976736;0,5579999999999999;1161º;0,541
SUDESTE;SP;SAO FRANCISCO;3549003;0;Pequeno porte 1;2854,0;75,58;37,761312516538766;32648,93;11399,76;78,0;146,0;10,0;0,0684931506849315;1,03;0,24;6,48847577728416;46,730057124794904;942,39;572,2;73,82;689,73;10,95;484,2333333333333;499,8047619047619;520,5952380952381;497,6190476190477;524,7619047619048;0,6679999999999999;1162º;0,541
CENTRO-OESTE;GO;PIRANHAS;5217203;0;Pequeno porte 1;11092,0;2047,77;5,416623937258579;264688,67;23394,79;77,0;293,0;27,0;0,09215017064846416;1,03;0,26;7,33693522005935;44,5089744600253;652,2;1123,8;75,89;644,41;10,47;451,324;508,5759999999999;484,560810810811;458,645945945946;509,45945945945954;0,6629999999999999;1163º;0,541
SUDESTE;SP;MARAPOAMA;3528858;0;Pequeno porte 1;2917,0;111,27;26,21551181810012;133099,79;47232,01;90,0;188,0;15,0;0,0797872340425532;1,06;0,2;5,88161795998507;44,126011205047796;925,79;713,0;76,14;1070,25;11,14;457,08125000000007;530,6999999999998;499,5769230769232;471,46153846153845;498,46153846153845;0,737;1164º;0,541
SUL;RS;VIADUTOS;4322905;0;Pequeno porte 1;5237,0;268,24;19,523560990158067;118237,16;22125,22;68,0;163,0;25,0;0,15337423312883436;1,25;0,56;5,67142361831372;51,5212395581958;525,53;;76,81;594,62;10,01;471,1703703703704;505,7444444444445;505,6740740740741;466,30370370370366;526,6666666666666;0,618;1165º;0,541
SUL;PR;FAROL;4107553;0;Pequeno porte 1;3355,0;289,23;11,599764892991736;113805,9;32929,95;89,0;183,0;59,0;0,3224043715846995;0,99;0,27;6,44235751815385;46,0749419877017;958,41;684,4;74,1;1009,45;10,79;438,24210526315767;504,91052631578935;502,7421052631579;475,2578947368421;486,31578947368416;0,649;1166º;0,541
SUDESTE;SP;SEBASTIANOPOLIS DO SUL;3551306;0;Pequeno porte 1;3373,0;167,85;20,095323205242778;231341,34;71138,17;79,0;236,0;22,0;0,09322033898305085;1,16;0,16;7,83938217807066;50,3562326643513;979,72;823,25;75,08;1066,95;11,59;473,1782608695652;527,7043478260871;511,8047619047619;490,19999999999993;565,7142857142858;0,7879999999999999;1167º;0,541
SUL;PR;RONDON;4122602;0;Pequeno porte 1;9535,0;555,13;17,17615693621314;230857,23;24582,82;80,0;359,0;13,0;0,036211699164345405;1,15;0,16;7,241796800074179;46,8171636613093;690,88;1888,2;74,22;679,04;9,5;452,1064516129033;506,92096774193567;493,00327868852463;482,30163934426224;495,08196721311475;0,644;1168º;0,541
SUL;PR;FERNANDES PINHEIRO;4107736;0;Pequeno porte 1;5929,0;406,5;14,585485854858549;122593,81;20405,09;89,0;268,0;24,0;0,08955223880597014;0,89;0,31;4,93695188813757;41,600802037438;942,06;996,833333333333;72,48;979,7;10,16;451,28571428571416;549,8500000000001;526,1178571428571;484,4785714285714;535,7142857142857;0,48200000000000004;1169º;0,541
SUL;PR;TURVO;4127965;0;Pequeno porte 1;13712,0;926,77;14,795472447317026;279771,84;20074,04;89,0;441,0;66,0;0,14965986394557823;0,99;0,24;5,72727471517739;42,2823236496115;551,55;1540,0;74,7;736,56;9,25;470,9302083333334;522,2479166666667;497,0927083333333;464,9895833333335;514,7916666666666;0,547;1170º;0,541
CENTRO-OESTE;GO;MOZARLANDIA;5214002;0;Pequeno porte 1;14941,0;1734,36;8,614705136188565;445244,1;31005,86;82,0;352,0;287,0;0,8153409090909091;1,03;0,15;6,73906333920215;47,1970181904024;703,18;2079,71428571429;74,51;755,4;8,95;462,3613636363637;527,9670454545457;508,6011494252875;463,3103448275862;457,47126436781616;0,573;1171º;0,54
SUDESTE;SP;RIBEIRAO BONITO;3542909;0;Pequeno porte 1;12986,0;471,55;27,53896723571201;241302,98;18925,72;84,0;1,0;14,0;14,0;1,01;0,1;9,38168561311514;43,096646389149505;700,02;916,5;73,66;813,75;11,03;488,6608695652173;534,5565217391304;527,0028985507247;517,2188405797101;546,6666666666666;0,642;1172º;0,54
SUL;PR;JANIOPOLIS;4112207;0;Pequeno porte 1;6005,0;335,65;17,890659913600476;137430,72;21673,35;87,0;201,0;30,0;0,14925373134328357;0,93;0,29;6,7027970226493085;42,277876642099294;805,11;889,4285714285719;74,58;714,4;10,01;458,3769230769232;505,33076923076936;502,6538461538461;475,0666666666667;521,5384615384615;0,604;1173º;0,54
SUL;RS;DOUTOR MAURICIO CARDOSO;4306734;0;Pequeno porte 1;5154,0;256,87;20,064624128936817;145450,43;27438,3;70,0;195,0;10,0;0,05128205128205128;1,22;0,41;6,37863832217003;43,2321663962494;716,99;2624,5;75,41;605,89;11,4;469,5178571428572;528,0785714285713;530,7076923076924;469,7192307692308;512,3076923076924;0,628;1174º;0,54
SUL;RS;VILA MARIA;4323408;0;Pequeno porte 1;4400,0;181,33;24,265151932939943;191130,76;43667,07;71,0;132,0;22,0;0,16666666666666666;1,47;0,51;6,525453909227378;46,85982197154939;887,88;;75,33;821,29;11,01;471,9961538461538;529,4769230769232;505,38076923076926;484,20769230769235;573,8461538461537;0,759;1175º;0,54
SUDESTE;SP;GUARANI D'OESTE;3518008;0;Pequeno porte 1;2018,0;85,7;23,547257876312717;25538,6;12624,12;95,0;164,0;15,0;0,09146341463414634;0,94;0,13;8,7815024768489;41,8714308945854;1104,05;505,25;73,34;1469,01;10,92;484,9384615384615;497,89230769230767;500,9909090909092;520,0181818181818;480,0;0,69;1176º;0,539
SUL;RS;RESTINGA SECA;4315503;0;Pequeno porte 1;16324,0;968,5;16,854930304594735;322106,3;19692,26;71,0;301,0;29,0;0,09634551495016612;0,98;0,3;7,0078116176643395;45,339770090589;429,02;1257,3076923076899;74,7;606,01;9,8;478,43295454545455;531,7011363636366;520,9264367816091;475,6080459770117;557,9310344827586;0,573;1177º;0,539
NORDESTE;PI;SAO PEDRO DO PIAUI;2210508;0;Pequeno porte 1;14027,0;518,29;27,063998919523822;75436,54;5422,02;65,0;461,0;55,0;0,1193058568329718;0,69;0,27;5,1428910290917695;33,977072042663195;505,73;697,8;71,57;1119,59;9,44;445,561111111111;478,0999999999999;477,8079545454544;442,878409090909;450,2272727272728;0,363;1178º;0,539
SUL;PR;GUARACI;4109203;0;Pequeno porte 1;5463,0;211,68;25,807823129251698;82553,07;15364,43;77,0;227,0;14,0;0,06167400881057269;1,07;0,19;7,322416870734379;44,9040102093493;805,78;;74,27;625,89;10,89;474,3083333333333;539,1861111111111;525,0857142857143;489,8685714285714;516,0;0,609;1179º;0,539
SUL;PR;SAO JOAO DO IVAI;4125001;0;Pequeno porte 1;11115,0;353,33;31,457843941923983;210650,73;18379,79;81,0;413,0;32,0;0,0774818401937046;0,99;0,2;6,740566921657058;42,8648888330229;693,05;872,461538461539;73,2;642,52;8,79;444,69000000000005;509,9985714285716;495,69420289855077;451,7231884057972;502,60869565217394;0,597;1180º;0,539
SUDESTE;SP;CABRALIA PAULISTA;3508306;0;Pequeno porte 1;4371,0;239,97;18,214776847105888;80729,57;18223,38;83,0;202,0;6,0;0,0297029702970297;0,96;0,16;7,37215243825063;45,2260238867445;991,91;551,25;73,68;911,82;11,25;482,69714285714286;515,6985714285714;516,9626865671643;478,3626865671639;465,67164179104486;0,599;1181º;0,539
SUDESTE;ES;GOVERNADOR LINDENBERG;3202256;0;Pequeno porte 1;12444,0;359,98;34,568587143730205;146794,01;12280,93;86,0;354,0;31,0;0,08757062146892655;1,03;0,32;6,67995452258445;42,673889033089104;581,82;757,5;74,35;667,59;9,69;486,7538461538462;533,9528846153846;520,1737864077671;471,4669902912622;558,6407766990292;0,599;1182º;0,539
SUDESTE;ES;SANTA TERESA;3204609;0;Pequeno porte 2;23882,0;683,16;34,95813572223198;339356,62;14482,61;87,0;483,0;147,0;0,30434782608695654;1,17;0,31;6,41370422969151;34,7728286429459;612,59;1474,0625;75,04;563,37;9,21;516,7403703703704;561,5459259259259;535,9817843866169;522,2364312267656;619,1821561338289;0,647;1183º;0,539
SUDESTE;SP;PONGAI;3540101;0;Pequeno porte 1;3494,0;183,4;19,051254089422027;48989,97;13850,71;86,0;209,0;17,0;0,08133971291866028;1,07;0,19;8,08827655040557;49,235734429221495;924,57;3523,0;75,65;1418,7;10,82;473,4;553,3272727272728;493,9363636363637;454,15454545454537;538,1818181818181;0,745;1184º;0,539
SUL;RS;CAICARA;4303400;0;Pequeno porte 1;5083,0;189,2;26,865750528541227;80568,38;15650,42;66,0;196,0;5,0;0,025510204081632654;1,38;0,52;5,374696142417919;47,8592382854452;591,96;1708,33333333333;74,0;600,5;11,02;508,5191489361703;539,6936170212764;509,96170212765963;500,85319148936173;592,3404255319149;0,611;1185º;0,539
NORTE;RO;CABIXI;1100031;0;Pequeno porte 1;6289,0;1314,35;4,78487465287024;96308,03;14828,03;79,0;219,0;36,0;0,1643835616438356;0,91;0,33;5,43414095881308;34,3705824793638;668,57;1284,8;70,39;705,23;10,09;455,6214285714285;487,51071428571436;498,46428571428567;458,88214285714287;484,28571428571433;0,494;1186º;0,539
SUL;RS;SAO DOMINGOS DO SUL;4318051;0;Pequeno porte 1;3073,0;78,72;39,03709349593496;47867,8;15714,97;83,0;103,0;25,0;0,24271844660194175;1,27;0,37;7,36216973030425;48,8245981505867;1011,44;1018,6666666666699;75,33;532,2;11,9;516,1172413793104;533,8000000000002;530,0827586206897;497,70344827586206;614,4827586206898;0,764;1187º;0,539
